classname;" ""numberOfBugs""";" ""CvsEntropy"" ";" ""CvsWEntropy"" ";" ""CvsLinEntropy"" ";" ""CvsLogEntropy"" ";" ""CvsExpEntropy"""
org::eclipse::pde::internal::ui::editor::toc::actions::TocAddObjectAction;0;433.338; 0.0138569 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::ui::launcher::LaunchListener;0;198.036; 0.158569 ; 0.046258 ; 0.514681 ; 0.075247
org::eclipse::pde::internal::ui::wizards::NewWizard;0;772.196; 0.00313114 ; 0.0177746 ; 0.198359 ; 0.0343746
org::eclipse::pde::internal::ui::editor::plugin::PluginUndoManager;0;930.009; 0.00893413 ; 0.0200703 ; 0.235653 ; 0.0345816
org::eclipse::pde::internal::ui::editor::LinkSection;0;641.569; 0.00760175 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::core::bundle::BundlePluginBase;0;240.348; 0.174071 ; 0.0527493 ; 0.617363 ; 0.0709443
org::eclipse::pde::internal::core::text::bundle::PDEManifestElement;0;117.184; 0.0642438 ; 0.0302972 ; 0.316134 ; 0.0450439
org::eclipse::pde::internal::ui::editor::schema::NewElementAction;0;111.153; 0.00991769 ; 0.0248751 ; 0.28513 ; 0.0411319
org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardFirstPage;3;213.635; 0.261921 ; 0.0586961 ; 0.574178 ; 0.12329
org::eclipse::pde::internal::core::text::bundle::BundleTextChangeListener;0;836.237; 0.0369051 ; 0.0223217 ; 0.226477 ; 0.0396751
org::eclipse::pde::internal::core::bundle::BundlePlugin;0;144.321; 0.0127153 ; 0.0299157 ; 0.364765 ; 0.039515
org::eclipse::pde::internal::ui::editor::plugin::RequiresSection;0;327.874; 0.241356 ; 0.0900921 ; 0.884419 ; 0.179263
org::eclipse::pde::internal::core::site::ExternalSiteModel;0;642.599; 0.00269259 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::core::schema::RepeatableSchemaObject;0;76.507; 0.00633243 ; 0.0206492 ; 0.206349 ; 0.0419545
org::eclipse::pde::internal::core::plugin::PluginParent;0;170.076; 0.0395573 ; 0.0417645 ; 0.449897 ; 0.0654593
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentAction;0;772.196; 0.00356641 ; 0.0177746 ; 0.198359 ; 0.0343746
org::eclipse::pde::internal::ui::views::dependencies::OpenPluginReferencesAction;0;176.682;2.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::search::PluginSearchScope;0;140.791; 0.0127675 ; 0.0384387 ; 0.38395 ; 0.0675978
org::eclipse::ui::internal::views::log::TailInputStream;0;177.712;3.12E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::ui::templates::BlankField;0;176.682;2.49E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::ui::launcher::OSGiSettingsTab;0;104.245; 0.0876052 ; 0.0711615 ; 0.377147 ; 0.188775
org::eclipse::pde::internal::ui::wizards::cheatsheet::SimpleCSCreationOperation;0;744.245; 0.00535825 ; 0.0263275 ; 0.221039 ; 0.0545804
org::eclipse::pde::internal::ui::refactoring::FindReferenceOperation;0;327.147; 0.0111909 ; 0.0142219 ; 0.103547 ; 0.0382643
org::eclipse::pde::internal::core::target::TargetModelFactory;0;661.569; 0.00827103 ; 0.0166424 ; 0.175221 ; 0.0315184
org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeValue;0;641.569; 0.00324957 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::tests::macro::EditorCommandTarget;0;468.802; 0.0043104 ; 0.0163329 ; 0.13759 ; 0.0373153
org::eclipse::pde::internal::ui::editor::plugin::ManifestEditorMatchingStrategy;0;146.314; 0.0223238 ; 0.036613 ; 0.388401 ; 0.0612663
org::eclipse::pde::internal::ui::editor::plugin::rows::BooleanAttributeRow;0;804.434; 0.00636456 ; 0.0180291 ; 0.205054 ; 0.0343696
org::eclipse::pde::internal::core::schema::SchemaSimpleType;0;642.599; 0.0033111 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::ui::templates::ide::HelpNewWizard;0;156.044;6.65E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::core::plugin::TargetPlatform;1;884.204; 0.0876132 ; 0.0628371 ; 0.325697 ; 0.158513
org::eclipse::pde::internal::ui::editor::feature::PluginPortabilitySection;0;475.414; 0.0028054 ; 0.0133458 ; 0.127787 ; 0.0339624
org::eclipse::pde::internal::ui::tests::macro::IndexWizard;0;468.802; 0.00432853 ; 0.0163329 ; 0.13759 ; 0.0373153
org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsAction;0;77.645; 0.00538474 ; 0.0178722 ; 0.199447 ; 0.0344574
org::eclipse::pde::internal::ui::editor::product::ProductLauncherFormPageHelper;0;176.682;3.99E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPageContentProvider;0;463.681; 0.0323862 ; 0.0170151 ; 0.13874 ; 0.0389926
org::eclipse::pde::internal::core::builders::PluginBaseErrorReporter;0;7.722; 0.00617739 ; 0.0228127 ; 0.216467 ; 0.0404622
org::eclipse::pde::internal::ui::editor::text::PDESourceInfoProvider;0;177.712; 0.00221995 ; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::core::schema::ChoiceRestriction;0;642.599; 0.00422373 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::ui::launcher::EquinoxPluginsTab;0;900.686; 0.127777 ; 0.0297572 ; 0.257634 ; 0.0701123
org::eclipse::pde::internal::core::site::Site;1;111.262; 0.0143355 ; 0.0212689 ; 0.273849 ; 0.0314792
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizardPage;2;708.227; 0.0588443 ; 0.0194478 ; 0.193119 ; 0.0363101
org::eclipse::pde::internal::ui::parts::ConditionalListSelectionDialog;0;42.852; 0.00388015 ; 0.0145559 ; 0.124116 ; 0.0349831
org::eclipse::pde::internal::core::util::CoreUtility;3;210.564; 0.15206 ; 0.0419265 ; 0.5292 ; 0.0448998
org::eclipse::pde::internal::ui::wizards::plugin::LibraryPluginFieldData;0;708.978; 0.0147344 ; 0.0245508 ; 0.207289 ; 0.0569088
org::eclipse::pde::internal::ui::wizards::feature::AbstractCreateFeatureOperation;0;513.272; 0.0253728 ; 0.0152009 ; 0.142065 ; 0.0344409
org::eclipse::pde::internal::ui::commands::CommandTreeContentProvider;0;317.095; 0.00260645 ; 0.0131168 ; 0.0982862 ; 0.0354147
org::eclipse::pde::internal::ui::editor::text::XMLTagRule;0;862.632; 0.0159929 ; 0.0193103 ; 0.220689 ; 0.0345061
org::eclipse::pde::internal::ui::search::dependencies::ShowResultsAction;0;150.796; 0.0133642 ; 0.0326646 ; 0.385503 ; 0.0449413
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRunObject;0;177.712;1.95E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::core::util::SAXParserWrapper;0;177.712;7.01E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferenceNode;1;700.075; 0.00352932 ; 0.01696 ; 0.182272 ; 0.0343634
org::eclipse::pde::internal::ui::util::StringMatcher;0;336.633; 0.00662961 ; 0.0148684 ; 0.107253 ; 0.0401211
org::eclipse::pde::internal::ui::tests::macro::MacroUtil;0;545.209; 0.0420761 ; 0.0139186 ; 0.143516 ; 0.0310417
org::eclipse::pde::internal::core::plugin::WorkspacePluginModel;0;997.572; 0.00342991 ; 0.0264423 ; 0.268533 ; 0.0491907
org::eclipse::pde::internal::ui::search::ShowDescriptionAction;0;230.656; 0.0904989 ; 0.0539942 ; 0.603103 ; 0.0770797
org::eclipse::pde::internal::ui::util::ChoicePropertyDescriptor;0;641.569; 0.00387292 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::ui::templates::BooleanOption;0;641.569; 0.00282556 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::wizards::feature::NewFeatureProjectWizard;0;17.575; 0.0976143 ; 0.0337324 ; 0.435284 ; 0.0412355
org::eclipse::pde::internal::core::builders::JarManifestErrorReporter;0;660.445; 0.0319905 ; 0.0194663 ; 0.184495 ; 0.0365434
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSRemoveTaskObjectAction;0;176.682;4.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSSourcePage;0;441.258; 0.021928 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::core::builders::UpdateSiteErrorReporter;0;43.792; 0.00575621 ; 0.0137402 ; 0.123688 ; 0.0314785
org::eclipse::pde::internal::core::WorkspaceModelManager;0;273.621; 0.425979 ; 0.0607412 ; 0.706161 ; 0.0782246
org::eclipse::pde::internal::runtime::registry::ExtensionPointAdapter;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::product::BaseManifestOperation;0;118.796; 0.0502055 ; 0.0313731 ; 0.320965 ; 0.053463
org::eclipse::pde::internal::ui::preferences::XMLSyntaxColorTab;0;524.229; 0.0159569 ; 0.0179873 ; 0.152022 ; 0.0444688
org::eclipse::pde::internal::ui::editor::schema::ElementSection;0;262.376; 0.272418 ; 0.067819 ; 0.705353 ; 0.107311
org::eclipse::pde::internal::ui::editor::schema::ElementSectionDragAdapter;0;739.875; 0.0101825 ; 0.0178081 ; 0.192754 ; 0.0345324
org::eclipse::pde::ui::launcher::BundlesTab;0;956.944; 0.0272052 ; 0.0704335 ; 0.35829 ; 0.190859
org::eclipse::pde::internal::ui::wizards::product::ProductFromConfigOperation;0;151.351; 0.0246781 ; 0.0450429 ; 0.417368 ; 0.101606
org::eclipse::pde::internal::ui::refactoring::CreateHeaderChangeOperation;0;583.014; 0.00668139 ; 0.0235508 ; 0.180778 ; 0.0565766
org::eclipse::pde::internal::ui::build::PluginExportJob;0;866.479; 0.0215941 ; 0.0243177 ; 0.237853 ; 0.0451376
org::eclipse::pde::internal::ui::editor::schema::SchemaFormOutlinePage;0;117.129; 0.0163425 ; 0.0358245 ; 0.321985 ; 0.0910991
org::eclipse::pde::internal::ui::editor::site::SiteLabelProvider;0;101.348; 0.0152872 ; 0.0262155 ; 0.271462 ; 0.0451843
org::eclipse::pde::internal::ui::launcher::TracingPropertySource;1;722.788; 0.0490896 ; 0.0656056 ; 0.298961 ; 0.138708
org::eclipse::pde::internal::ui::refactoring::RenamePluginWizardPage;0;565.618; 0.0496529 ; 0.0408704 ; 0.211 ; 0.125862
org::eclipse::pde::internal::ui::wizards::WizardNode;0;108.895; 0.0125432 ; 0.037552 ; 0.307941 ; 0.101694
org::eclipse::pde::internal::ui::wizards::feature::FeatureSpecPage;1;99.241; 0.0344885 ; 0.0205227 ; 0.248526 ; 0.0345085
org::eclipse::pde::internal::runtime::registry::ExtensionAdapter;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::PDEWizardNewFileCreationPage;0;320.993; 0.00916013 ; 0.0135718 ; 0.10044 ; 0.0364377
org::eclipse::pde::ui::templates::TemplateOption;0;598.276; 0.00246646 ; 0.0158814 ; 0.159804 ; 0.0344317
org::eclipse::pde::internal::ui::util::LineBreakingReader;1;176.682;2.00E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::util::XMLRootElementMatcher;1;176.682;6.48E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::plugin::DependencyManagementSection;0;116.025; 0.1664 ; 0.0329527 ; 0.321663 ; 0.0549521
org::eclipse::pde::internal::ui::templates::rcp::ViewRCPTemplate;0;721.846; 0.0143621 ; 0.0252565 ; 0.213975 ; 0.0510125
org::eclipse::pde::internal::core::text::XMLEditingModel;0;125.527; 0.0759616 ; 0.0444917 ; 0.365311 ; 0.107408
org::eclipse::pde::internal::core::SearchablePluginsManager;0;272.338; 0.205914 ; 0.0701576 ; 0.724685 ; 0.124462
org::eclipse::pde::internal::ui::editor::site::ArchiveSection;0;120.816; 0.0255831 ; 0.0277645 ; 0.313029 ; 0.0431372
org::eclipse::pde::internal::core::AbstractNLModel;0;813.388; 0.021011 ; 0.0270611 ; 0.23711 ; 0.0521245
org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesSection;0;157.846; 0.0939523 ; 0.0347609 ; 0.405879 ; 0.0459457
org::eclipse::pde::internal::ui::refactoring::RenameProjectChange;0;463.082; 0.00267482 ; 0.0176659 ; 0.140528 ; 0.0411674
org::eclipse::pde::internal::ui::editor::text::PDESelectAnnotationRulerAction;0;47.997; 0.00254292 ; 0.0186918 ; 0.146801 ; 0.0438528
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizard;0;142.974; 0.0909471 ; 0.0310537 ; 0.365666 ; 0.0433387
org::eclipse::pde::internal::ui::templates::ide::UniversalWelcomeTemplate;0;587.009; 0.0151196 ; 0.0222232 ; 0.178441 ; 0.0492627
org::eclipse::pde::internal::ui::editor::PDEProjectionSourcePage;1;691.542; 0.116567 ; 0.019516 ; 0.190289 ; 0.0366319
org::eclipse::pde::internal::core::exports::BuildUtilities;0;177.712;7.79E+00; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::correction::RemoveRequireBundleResolution;0;447.111; 0.00279577 ; 0.0150035 ; 0.129062 ; 0.0354106
org::eclipse::pde::internal::ui::commands::TagManager;0;317.095; 0.00301798 ; 0.0131168 ; 0.0982862 ; 0.0354147
org::eclipse::pde::internal::ui::search::dependencies::PackageFinder;0;312.618; 0.00543243 ; 0.0135406 ; 0.0986963 ; 0.0368315
org::eclipse::pde::internal::core::schema::SchemaRegistry;0;174.516; 0.0436441 ; 0.0433158 ; 0.46316 ; 0.0688407
org::eclipse::pde::internal::ui::editor::site::NewArchiveDialog;0;106.248; 0.0141928 ; 0.0212265 ; 0.26377 ; 0.034525
org::eclipse::pde::internal::core::text::bundle::BundleNameHeader;0;330.831; 0.00361819 ; 0.0116346 ; 0.0962807 ; 0.0310383
org::eclipse::pde::internal::ui::wizards::exports::FeatureOptionsTab;1;717.242; 0.0549387 ; 0.0339255 ; 0.228232 ; 0.104807
org::eclipse::pde::internal::core::exports::SiteBuildOperation;3;505.091; 0.0566947 ; 0.0647697 ; 0.247483 ; 0.207366
org::eclipse::pde::internal::core::converter::PluginConverter;1;861.553; 0.0282923 ; 0.0295969 ; 0.252942 ; 0.0617146
org::eclipse::pde::internal::ui::nls::ExternalizeStringsProcessor;0;176.682;7.23E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpContext;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::feature::OpenProjectWizardAction;0;129.417; 0.0112638 ; 0.0244018 ; 0.317737 ; 0.034705
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpContentProvider;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::product::BaseProductCreationOperation;1;252.449; 0.0389087 ; 0.0635022 ; 0.664292 ; 0.119833
org::eclipse::pde::internal::ui::editor::site::FeaturesPage;0;109.524; 0.0164397 ; 0.0252949 ; 0.283022 ; 0.0426652
org::eclipse::pde::internal::ui::preferences::TargetEnvironmentPreferenceNode;1;402.695; 0.0243572 ; 0.00559731 ; 0.0939898 ;5.03E+01
org::eclipse::pde::internal::core::feature::FeatureInfo;0;95.123; 0.00558744 ; 0.0193122 ; 0.237287 ; 0.031428
org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionOperation;1;263.437; 0.273569 ; 0.0534454 ; 0.662987 ; 0.0653376
org::eclipse::pde::internal::ui::launcher::OSGiValidationOperation;0;150.465;4.42E+01; 0.0041253 ; 0.0418317 ; 0.00433591
org::eclipse::pde::internal::core::util::HeaderMap;0;177.712;3.12E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::core::text::DocumentXMLNode;0;177.712;7.79E+00; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::refactoring::PDERefactoringAction;0;305.459; 0.00499974 ; 0.0158218 ; 0.103073 ; 0.0489416
org::eclipse::ui::internal::views::log::SharedImages;0;299.178; 0.00257075 ; 0.0147972 ; 0.0994126 ; 0.0438154
org::eclipse::pde::internal::ui::editor::text::XMLDoubleClickStrategy;0;430.172; 0.00123235 ; 0.0140827 ; 0.122757 ; 0.0344154
org::eclipse::pde::internal::runtime::PDERuntimePlugin;0;0;0;0;0;0
org::eclipse::pde::internal::core::builders::PDEMarkerFactory;1;124.057; 0.0268853 ; 0.0381883 ; 0.350401 ; 0.0766164
org::eclipse::pde::internal::ui::correction::AddBuildEntryResolution;0;318.664; 0.00254719 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::editor::toc::details::TocLinkDetails;0;502.919; 0.0482 ; 0.0210204 ; 0.157739 ; 0.0521834
org::eclipse::pde::internal::core::plugin::AbstractPluginModelBase;0;22.588; 0.0495584 ; 0.0493253 ; 0.581421 ; 0.0586375
org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardExpressPage;0;194.361; 0.0329271 ; 0.0421124 ; 0.49789 ; 0.0542399
org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager;0;464.887; 0.00198373 ; 0.00622749 ; 0.107619 ;4.28E+01
org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget;0;618.007; 0.00568366 ; 0.0179441 ; 0.170538 ; 0.037331
org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution;0;318.664; 0.00672095 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::editor::target::TargetInputContext;0;457.263; 0.00266161 ; 0.0173552 ; 0.138328 ; 0.0411648
org::eclipse::pde::internal::ui::nls::ModelChangeTable;0;630.121; 0.0130875 ; 0.0166482 ; 0.168658 ; 0.0345068
org::eclipse::pde::internal::ui::samples::SelectionPage;0;176.682; 0.00159627 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileMainPage;0;161.061; 0.116715 ; 0.0344706 ; 0.410909 ; 0.0448919
org::eclipse::pde::internal::core::util::CheatSheetUtil;1;479.899; 0.0212025 ; 0.0180854 ; 0.145418 ; 0.0404947
org::eclipse::pde::internal::ui::editor::toc::details::TocTopicDetails;0;502.919; 0.0582724 ; 0.0210204 ; 0.157739 ; 0.0521834
org::eclipse::pde::internal::ui::refactoring::MoveFromChange;0;535.698; 0.00982125 ; 0.0148854 ; 0.144873 ; 0.0341501
org::eclipse::pde::internal::ui::wizards::FeatureSelectionDialog;0;117.134; 0.0376238 ; 0.0404395 ; 0.332493 ; 0.106803
org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferencePage;2;345.185; 0.215509 ; 0.102973 ; 0.948907 ; 0.226757
org::eclipse::pde::internal::ui::refactoring::PDERenameParticipant;0;119.189; 0.0427451 ; 0.0333459 ; 0.324421 ; 0.0707195
org::eclipse::pde::internal::core::text::bundle::ExportPackageHeader;0;966.991; 0.0155881 ; 0.0256749 ; 0.262385 ; 0.0412338
org::eclipse::pde::internal::core::ant::ConvertSchemaToHTML;0;132.632; 0.0196488 ; 0.0375789 ; 0.36862 ; 0.0580681
org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewerCreator;0;25.349; 0.00238503 ; 0.00398611 ; 0.0610414 ;4.87E+01
org::eclipse::pde::internal::ui::launcher::BundleLauncherHelper;3;725.623; 0.0197049 ; 0.043408 ; 0.254391 ; 0.144345
org::eclipse::pde::internal::ui::wizards::templates::TemplateSelectionPage;0;842.705; 0.02255 ; 0.0222931 ; 0.226056 ; 0.042673
org::eclipse::pde::internal::ui::wizards::toc::TocOperation;0;502.919; 0.0276205 ; 0.0210204 ; 0.157739 ; 0.0521834
org::eclipse::pde::internal::ui::wizards::imports::PluginImportOperation;7;376.698; 0.571881 ; 0.112971 ;103.804; 0.252898
org::eclipse::pde::internal::ui::editor::plugin::rows::ChoiceAttributeRow;0;14.001; 0.0132737 ; 0.0340241 ; 0.370064 ; 0.0496795
org::eclipse::pde::internal::ui::launcher::BaseBlock;1;111.725; 0.0513363 ; 0.032988 ; 0.310246 ; 0.0683092
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpTreeSection;0;138.451; 0.00238374 ; 0.00833719 ; 0.0492619 ; 0.0290675
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAbstractAddAction;0;31.496; 0.00973053 ; 0.0143462 ; 0.101419 ; 0.0398337
org::eclipse::pde::internal::core::builders::PluginErrorReporter;0;450.833; 0.0182125 ; 0.0137612 ; 0.126122 ; 0.0313699
org::eclipse::pde::internal::ui::editor::plugin::DependenciesPage;0;236.028; 0.0792191 ; 0.0482927 ; 0.594342 ; 0.062639
org::eclipse::pde::internal::ui::editor::feature::FeatureOutlinePage;0;154.609; 0.0403147 ; 0.034877 ; 0.398501 ; 0.0533119
org::eclipse::pde::internal::core::product::ConfigurationFileInfo;0;850.408; 0.149015 ; 0.02671 ; 0.234636 ; 0.0738205
org::eclipse::pde::internal::ui::editor::TreeSection;0;107.594; 0.0127959 ; 0.0258963 ; 0.282301 ; 0.043071
org::eclipse::pde::internal::ui::editor::schema::NewAttributeAction;0;105.501; 0.0157771 ; 0.0303891 ; 0.28857 ; 0.0683741
org::eclipse::pde::internal::ui::samples::SampleStandbyContent;0;476.964; 0.00451157 ; 0.0175417 ; 0.142682 ; 0.0409361
org::eclipse::pde::internal::ui::wizards::product::ProductIntroWizardPage;0;12.713; 0.0427051 ; 0.0386161 ; 0.358507 ; 0.0735318
org::eclipse::pde::internal::core::target::ArgumentsInfo;0;431.202; 0.00308606 ; 0.0136047 ; 0.121962 ; 0.0314399
org::eclipse::pde::internal::ui::editor::contentassist::display::SingleCharReader;0;319.189; 0.00128925 ; 0.0126634 ; 0.097192 ; 0.03454
org::eclipse::pde::internal::ui::tests::macro::StructuredSelectionCommand;0;72.787; 0.0106166 ; 0.0194086 ; 0.196003 ; 0.037387
org::eclipse::pde::internal::core::text::bundle::RequiredExecutionEnvironmentHeader;0;964.564; 0.0678908 ; 0.0266966 ; 0.26412 ; 0.0479881
org::eclipse::pde::ui::launcher::EquinoxSettingsTab;0;800.589; 0.0621135 ; 0.0288973 ; 0.236267 ; 0.0703376
org::eclipse::pde::internal::ui::editor::contentassist::TypePackageCompletionProcessor;1;110.132; 0.186016 ; 0.0362948 ; 0.319893 ; 0.069738
org::eclipse::pde::internal::ui::editor::actions::SortAction;0;105.919; 0.0369478 ; 0.0306694 ; 0.29603 ; 0.0493015
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSWizardPage;0;950.088; 0.168814 ; 0.031553 ; 0.276775 ; 0.0604422
org::eclipse::ui::internal::views::log::LogSession;0;66.749; 0.105389 ; 0.0821671 ; 0.332866 ; 0.209245
org::eclipse::pde::internal::ui::launcher::OSGiFrameworkBlock;0;103.881; 0.0899472 ; 0.0345272 ; 0.30102 ; 0.0719625
org::eclipse::pde::internal::ui::editor::build::AbstractJavaScanner;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::text::PDETextHover;0;769.368; 0.0360164 ; 0.0276421 ; 0.227626 ; 0.0650362
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentFactory;0;441.258; 0.0665647 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::views::plugins::PluginsContentProvider;0;796.788; 0.0371273 ; 0.0356692 ; 0.252799 ; 0.0995875
org::eclipse::pde::internal::ui::nls::ModelChangeElement;0;995.543; 0.0215888 ; 0.0245355 ; 0.262579 ; 0.0434871
org::eclipse::pde::internal::core::product::ProductObject;0;125.339; 0.0272541 ; 0.03059 ; 0.32952 ; 0.0519916
org::eclipse::pde::internal::ui::properties::SelfHostingPropertyPage;0;159.552; 0.0210278 ; 0.029741 ; 0.392385 ; 0.0360891
org::eclipse::pde::internal::core::text::bundle::BundleVersionHeader;0;330.831; 0.00350135 ; 0.0116346 ; 0.0962807 ; 0.0310383
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpModel;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::PDEMultiPageContentOutline;0;956.428; 0.012684 ; 0.0200502 ; 0.240212 ; 0.0345105
org::eclipse::pde::internal::ui::wizards::imports::BinaryProjectFilter;0;108.518; 0.0290265 ; 0.0274827 ; 0.289639 ; 0.0442557
org::eclipse::pde::internal::ui::editor::plugin::OverviewPage;0;315.637; 0.193112 ; 0.0641694 ; 0.794498 ; 0.0792176
org::eclipse::pde::internal::core::util::PDEJavaHelper;2;423.308; 0.0454446 ; 0.0202982 ; 0.138302 ; 0.0599041
org::eclipse::pde::internal::core::TargetDefinitionManager;0;450.833; 0.00438048 ; 0.0137612 ; 0.126122 ; 0.0313699
org::eclipse::pde::internal::core::util::VMUtil;0;0;0;0;0;0
org::eclipse::pde::internal::ui::search::dependencies::GatherUnusedDependenciesOperation;0;110.213; 0.0346931 ; 0.0290785 ; 0.298719 ; 0.0456286
org::eclipse::pde::internal::core::text::plugin::PluginElementNode;0;126.078; 0.0580007 ; 0.035403 ; 0.348779 ; 0.0564535
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentHandler;0;441.258; 0.0258538 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::core::LoadTargetOperation;1;130.943; 0.175564 ; 0.0551471 ; 0.400439 ; 0.12469
org::eclipse::pde::internal::ui::editor::PDELauncherFormEditor;1;176.682; 0.00117226 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::util::ManifestUtils;0;908.201; 0.0678959 ; 0.0389108 ; 0.282282 ; 0.102926
org::eclipse::pde::internal::ui::editor::schema::NewCompositorAction;0;117.919; 0.0199272 ; 0.0255442 ; 0.300092 ; 0.0404153
org::eclipse::pde::internal::core::ExecutionEnvironmentAnalyzer;0;906.318; 0.0539174 ; 0.0255882 ; 0.249566 ; 0.0474077
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSConditionalSubItem;0;441.258; 0.0293969 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::editor::target::TargetProfileWindow;1;10.193; 0.0218995 ; 0.0264681 ; 0.274414 ; 0.0431753
org::eclipse::pde::internal::ui::wizards::templates::PreprocessorParser;0;641.569; 0.00333477 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::core::PluginPathFinder;1;221.232; 0.179403 ; 0.167613 ;462.534; 0.333614
org::eclipse::pde::internal::ui::views::dependencies::CalleesListContentProvider;0;542.268; 0.0165156 ; 0.0192198 ; 0.160736 ; 0.0414136
org::eclipse::pde::ui::launcher::EclipseLaunchShortcut;1;175.007; 0.0843158 ; 0.0827338 ; 0.557642 ; 0.201748
org::eclipse::pde::internal::core::ExternalModelManager;1;17.039; 0.127542 ; 0.0366884 ; 0.436048 ; 0.0453971
org::eclipse::pde::internal::ui::editor::target::ContentSection;0;21.326; 0.1339 ; 0.0689832 ; 0.606667 ; 0.143122
org::eclipse::pde::internal::ui::search::BaseSearchAction;0;641.569; 0.00319309 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::core::text::plugin::PluginLibraryNode;0;46.939; 0.0279833 ; 0.0164982 ; 0.137642 ; 0.0399091
org::eclipse::pde::internal::core::schema::SchemaInclude;0;102.088; 0.00843235 ; 0.0203995 ; 0.254071 ; 0.0315143
